,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,ZONA
1690,00-17-8962-46,01-105,GUATEMALA,CIUDAD CAPITAL,COLEGIO CORPORATIVO COMERCIO,LOTE 13 MANZANA 57 CANTON CENTRAL CANALITOS,42646509,SANTOS VICTORINO VASQUEZ PAXTOR,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 17
1691,00-17-9134-46,01-105,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO DE INFORMATICA SINAI,CALLE PRINCIPAL MANZANA 33 LOTE 6 CANTON CENTRAL CANALITOS,22584390,SANTOS VICTORINO VASQUEZ PAXTOR,,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 17
1692,00-17-9135-46,01-106,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO DE INFORMATICA SINAI,MANZANA 33 LOTE 6 CANTON CENTRAL ALDEA CANALITOS,22584390,CESAR ARNOLDO MARTINEZ GARCIA,MIRIAM MENDEZ VASQUEZ DE CARIAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 17
1693,00-17-9738-46,01-105,GUATEMALA,CIUDAD CAPITAL,LICEO CRISTIANO ROCA DE AYUDA,1A. CALLE 1-40 SABANA ARRIBA,22612400,SANTOS VICTORINO VASQUEZ PAXTOR,MONICA LUCRECIA RODAS HURTARTE DE TEJEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 17
1694,00-17-9767-46,01-105,GUATEMALA,CIUDAD CAPITAL,COLEGIO PANAMERICANO,"PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96, 4TO. NIVEL",22028888,SANTOS VICTORINO VASQUEZ PAXTOR,DELFINA MARISOL PAZOS DE AYALA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 17
1695,00-17-9769-46,01-106,GUATEMALA,CIUDAD CAPITAL,COLEGIO PANAMERICANO,"PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96, 4TO. NIVEL",47406758,CESAR ARNOLDO MARTINEZ GARCIA,DELFINA MARISOL PAZOS DE AYALA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 17
1696,00-17-9771-46,01-106,GUATEMALA,CIUDAD CAPITAL,COLEGIO PANAMERICANO,"PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96, 4TO. NIVEL",22560465,CESAR ARNOLDO MARTINEZ GARCIA,DELFINA MARISOL PAZOS DE AYALA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 17
1697,00-18-0004-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO FRANCO GUATEMALTECO,"MANZANA 19, LOTE 627, COLONIA MAYA",22604562,CARLOS HUMBERTO GONZALEZ DE LEON,EVELIN SIOMARA FRANCO CHUR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1698,00-18-0005-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO FRANCO GUATEMALTECO,"MANZANA 19, LOTE 627, COLONIA MAYA",30720249,CARLOS HUMBERTO GONZALEZ DE LEON,EVELIN SIOMARA FRANCO CHUR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1699,00-18-0011-46,01-403,GUATEMALA,CIUDAD CAPITAL,INSTITUTO MIXTO EXDUCERE,"12 CALLE 23-60, PARAISO II",22570171,CARLOS HUMBERTO GONZALEZ DE LEON,ELISEO CANO ACOSTA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1700,00-18-0020-46,01-110,GUATEMALA,CIUDAD CAPITAL,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSENANZA""","LOTE 102 SECCION ""C"" COLONIA ILUSIONES",59452532,ZUHILEM YESENIA ESTRADA ORTIZ,ANTONIA MENENDEZ BARRERA DE ZELADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1701,00-18-0022-46,01-106,GUATEMALA,CIUDAD CAPITAL,"LICEO CRISTIANO ""BRASIL""","LOTE 32, 33 Y 34 SECTOR 4 MANZANA 3 RESIDENCIALES SAN ANTONIO",42283980,CESAR ARNOLDO MARTINEZ GARCIA,AMANDA ELOISA MONTES REINA DE FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1702,00-18-0023-46,01-106,GUATEMALA,CIUDAD CAPITAL,"LICEO CRISTIANO ""BRASIL""",MANZANA 3 RESIDENCIALES SAN ANTONIO,43069501,CESAR ARNOLDO MARTINEZ GARCIA,AMANDA ELOISA MONTES REINA DE FLORES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1703,00-18-0032-46,01-110,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO EVANGELICO MARANATHA,4A. AVENIDA 8-31 RESIDENCIALES ATLANTIDA,22561073,ZUHILEM YESENIA ESTRADA ORTIZ,CONSUELO MUNGUIA GUZMAN DE MUY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1704,00-18-0034-46,01-106,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO LLANO LARGO,"RUTA AL ATLANTICO, RESIDENCIALES JARDINES DEL ROSARIO KILOMETRO 16.5 MANZANA B, LOTES 8 Y 9,",22555512,CESAR ARNOLDO MARTINEZ GARCIA,VILMA BEATRIZ CAMPOS CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1705,00-18-0042-46,01-106,GUATEMALA,CIUDAD CAPITAL,COLEGIO VILLA REAL ATLANTICO 1,LOTE 5 A SECTOR 4 KM. 14.5 RUTA AL ATLANTICO RESIDENCIALES SOLUNA,55515868,CESAR ARNOLDO MARTINEZ GARCIA,DEBORA CECILIA ALDANA FAJARDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1706,00-18-0045-46,01-110,GUATEMALA,CIUDAD CAPITAL,COLEGIO TECNOLOGICO HOMBRE DE NAZARETH,"LOTE 60, MANZANA 4, COLONIA EL ROSARIO",22554484,ZUHILEM YESENIA ESTRADA ORTIZ,ELBA MARINA MALDONADO DEL CID,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1707,00-18-0049-46,01-106,GUATEMALA,CIUDAD CAPITAL,LICEO RICHARD STALLMAN,"KM. 12.5 LOTE 2, CARRETERA AL ATLANTICO, ALDEA LO DE RODRIGUEZ",54705215,CESAR ARNOLDO MARTINEZ GARCIA,GLADYS EUGENIA ORTIZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1708,00-18-0052-46,01-106,GUATEMALA,CIUDAD CAPITAL,LICEO RICHARD STALLMAN,"KM. 12.5 LOTE 2, CARRETERA AL ATLANTICO, ALDEA LO DE RODRIGUEZ",22614848,CESAR ARNOLDO MARTINEZ GARCIA,GLADYS EUGENIA ORTIZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1709,00-18-0057-46,01-106,GUATEMALA,CIUDAD CAPITAL,COLEGIO TECNOLOGICO HOMBRE DE NAZARETH,"LOTE 60, MANZANA 4, COLONIA EL ROSARIO",22554484,CESAR ARNOLDO MARTINEZ GARCIA,ELBA MARINA MALDONADO DEL CID,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1710,00-18-0058-46,01-106,GUATEMALA,CIUDAD CAPITAL,COLEGIO TECNOLOGICO HOMBRE DE NAZARETH,"LOTE 60, MANZANA 4, COLONIA EL ROSARIO",22554484,CESAR ARNOLDO MARTINEZ GARCIA,ELBA MARINA MALDONADO DEL CID,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1711,00-18-0062-46,01-106,GUATEMALA,CIUDAD CAPITAL,COLEGIO BAUTISTA SHALOM,35 AV. 00-39 CARRETERA AL TLANTICO,25053535,CESAR ARNOLDO MARTINEZ GARCIA,MILDRED MARIELA MENDEZ LOENZANA DE CONDE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1712,00-18-0064-46,01-106,GUATEMALA,CIUDAD CAPITAL,COLEGIO BAUTISTA SHALOM,35 AV. 00-39 CARRRETERA AL ATLANTICO,25053535,CESAR ARNOLDO MARTINEZ GARCIA,MILDRED MARIELA MENDEZ LOENZANA DE CONDE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1713,00-18-0065-46,01-106,GUATEMALA,CIUDAD CAPITAL,COLEGIO BAUTISTA SHALOM,35 AV. 00-39 CARRETERA AL ATLANTICO,25053535,CESAR ARNOLDO MARTINEZ GARCIA,MILDRED MARIELA MENDEZ LOENZANA DE CONDE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1714,00-18-0070-46,01-106,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO INMACULADA CONCEPCION,27 AVENIDA 31-39 LAS TAPIAS,,CESAR ARNOLDO MARTINEZ GARCIA,EVGENY FRINE POLANCO VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1715,00-18-0073-46,01-110,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO INMACULADA CONCEPCION,27 AVENIDA 31-39 LAS TAPIAS,22584390,ZUHILEM YESENIA ESTRADA ORTIZ,EVGENY FRINE POLANCO VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1716,00-18-0075-46,01-106,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO INMACULADA CONCEPCION,27 AVENIDA 31-39 LAS TAPIAS,22584390,CESAR ARNOLDO MARTINEZ GARCIA,EVGENY FRINE POLANCO VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1717,00-18-0077-46,01-106,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO INMACULADA CONCEPCION,27 AVENIDA 31-39 LAS TAPIAS,22584390,CESAR ARNOLDO MARTINEZ GARCIA,EVGENY FRINE POLANCO VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1718,00-18-0081-46,01-106,GUATEMALA,CIUDAD CAPITAL,INSTITUTO NACIONAL MIXTO DE EDUCACION DIVERSIFICADA SAN PASCUAL III,"KM. 15, RUTA AL ATLANTICO",22555260,CESAR ARNOLDO MARTINEZ GARCIA,VILMA EBELIN PINEDA GONZALEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1719,00-18-0097-46,01-104,GUATEMALA,CIUDAD CAPITAL,LICEO SAN RAFAEL ARCANGEL,"10A. CALLE 2-19, COLONIA SAN RAFAEL I",55148606,ISRAEL PORTILLO HERNANDEZ,JOSEFA AMELIA LOPEZ URRUTIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1720,00-18-0100-46,01-104,GUATEMALA,CIUDAD CAPITAL,LICEO SAN RAFAEL ARCANGEL,"10A. CALLE 2-19, COLONIA SAN RAFAEL I",41505233,ISRAEL PORTILLO HERNANDEZ,JOSEFA AMELIA LOPEZ URRUTIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1721,00-18-0106-46,01-106,GUATEMALA,CIUDAD CAPITAL,"COLEGIO PARTICULAR MIXTO ""SAN RAFAEL""","LOTE 21, ALDEA LO DE RODRIGUEZ, KM 12.5 RUTA AL ATLANTICO",58685327,CESAR ARNOLDO MARTINEZ GARCIA,OSCAR DAVID RODENAS CUESI,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1722,00-18-0108-46,01-106,GUATEMALA,CIUDAD CAPITAL,"COLEGIO PARTICULAR MIXTO ""SAN RAFAEL""","LOTE 21, ALDEA LO DE RODRGUEZ, KM 12.5 RUTA AL ATLANTICO",30415710,CESAR ARNOLDO MARTINEZ GARCIA,OSCAR DAVID RODENAS CUESI,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1723,00-18-0109-46,01-106,GUATEMALA,CIUDAD CAPITAL,"COLEGIO PARTICULAR MIXTO ""SAN RAFAEL""","LOTE 21, ALDEA LO DE RODRIGUEZ, KM 12.5 RUTA AL ATLANTICO",30415710,CESAR ARNOLDO MARTINEZ GARCIA,OSCAR DAVID RODENAS CUESI,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1724,00-18-0127-46,01-111,GUATEMALA,CIUDAD CAPITAL,COLEGIO BUENA VISTA,"35 AVENIDA ""A"" 23-31, RESIDENCIALES SAN RAFAEL BUENA VISTA",22424713,ROSA ALBA LOPEZ PIRIR,YOLANDA AGUILAR LORENZANA DE CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1725,00-18-0138-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO JUVENIL DE COMPUTACION C.S.S.,13A. AVENIDA 6-46,22561189,CARLOS HUMBERTO GONZALEZ DE LEON,ANNABELLA EMPERATRIZ JIMENEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1726,00-18-0140-46,01-110,GUATEMALA,CIUDAD CAPITAL,LICEO JUVENIL DE COMPUTACION C.S.S.,"13A. AVENIDA 13-46, COLONIA LAVARREDA",22561189,ZUHILEM YESENIA ESTRADA ORTIZ,ANNABELLA EMPERATIRZ JIMENEZ CASTELLANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1727,00-18-0142-46,01-110,GUATEMALA,CIUDAD CAPITAL,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSENANZA""","LOTE 25 Y 40 DE LA SECCION ""G"", COLONIA LAS ILUSIONES",22553762,ZUHILEM YESENIA ESTRADA ORTIZ,VILMA HAYDEE LEMUS RAMIREZ DE LEDERER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1728,00-18-0147-46,01-106,GUATEMALA,CIUDAD CAPITAL,"COLEGIO CRISTIANO ""PUEBLO DE DIOS""","K.10 RUTA AL ATLAN. MANZ. 3, SECTOR ""A"", L.NO. 12 Y 13, RES. STA.CLARA I",22607960,CESAR ARNOLDO MARTINEZ GARCIA,MAELY CORDON IPINA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1729,00-18-0148-46,01-111,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO JUAN PABLO II,"14 CALLE ""A"" 3-02, SAN RAFAEL III",22571320,ROSA ALBA LOPEZ PIRIR,IRIS MAGNOLIA GARCIA SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1730,00-18-0154-46,01-110,GUATEMALA,CIUDAD CAPITAL,LICEO CUMORAH PINOS,"31 CALLE B 28-97, ALDEA LAS TAPIAS",22603106,ZUHILEM YESENIA ESTRADA ORTIZ,MARIA ANTONIA CAP GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1731,00-18-0155-46,01-110,GUATEMALA,CIUDAD CAPITAL,LICEO CUMORAH PINOS,"31 CALLE B 28-97, ALDEA LAS TAPIAS",22060310,ZUHILEM YESENIA ESTRADA ORTIZ,MARIA ANTONIA CAP GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1732,00-18-0156-46,01-110,GUATEMALA,CIUDAD CAPITAL,LICEO CUMORAH PINOS,"31 CALLE B 28-97, ALDEA LAS TAPIAS",22603106,ZUHILEM YESENIA ESTRADA ORTIZ,MARIA ANTONIA CAP GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1733,00-18-0158-46,01-106,GUATEMALA,CIUDAD CAPITAL,COLEGIO CRISTIANO FUENTE DEL EXITO,5A. CALLE E 60-48 RESIDENCIALES PINARES DEL NORTE,22422271,CESAR ARNOLDO MARTINEZ GARCIA,DORCAS EUNICE MORALES DE AGUSTIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1734,00-18-0160-46,01-110,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO EL CASTILLO,"9A. AVENIDA ""A"" 9-20, COLONIA ATLANTIDA",22550149,ZUHILEM YESENIA ESTRADA ORTIZ,MIRIAM LISSETTE PINEDA CHINCHILLA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1735,00-18-0161-46,01-110,GUATEMALA,CIUDAD CAPITAL,LICEO CUMORAH PINOS,"31 CALLE B 28-97, ALDEA LAS TAPIAS",22603106,ZUHILEM YESENIA ESTRADA ORTIZ,MARIA ANTONIO CAP GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1736,00-18-0176-46,01-111,GUATEMALA,CIUDAD CAPITAL,"INSTITUTO EXPERIMENTAL DE EDUCACION BASICA ""FE Y ALEGRIA NO. 5""","KM. 7.5 CARRETERA A SAN PEDRO AYAMPUC, COLONIA EL LIMON",22602418,ROSA ALBA LOPEZ PIRIR,LUDVIN RICARDO URRUTIA LORENTI,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1737,00-18-0179-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO EVANGELICO GILGAL,"63 AVENIDA A 5-98, COLONIA PINARES DEL NORTE",50180257,CARLOS HUMBERTO GONZALEZ DE LEON,CESAR AUGUSTO PINEDA PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1738,00-18-0180-46,01-316,GUATEMALA,CIUDAD CAPITAL,"LICEO PREUNIVERSITARIO ""DR. NELSON MANDELA""",CA-9 NORTE (RUTA ATLNTICO) 34-05,54657140,CARLOS HUMBERTO GONZALEZ DE LEON,ELSIA ENELDINA MORALES ALARCON DE RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1739,00-18-0182-46,01-316,GUATEMALA,CIUDAD CAPITAL,"LICEO PREUNIVERSITARIO ""DR. NELSON MANDELA""",CA-9 NORTE (RUTA ATLNTICO) 34-05,54654140,CARLOS HUMBERTO GONZALEZ DE LEON,ELSIA ENELDINA MORALES ALARCON DE RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1740,00-18-0183-46,01-316,GUATEMALA,CIUDAD CAPITAL,"LICEO PREUNIVERSITARIO ""DR. NELSON MANDELA""",CA-9 NORTE (RUTA ATLNTICO) 34-05,54657140,CARLOS HUMBERTO GONZALEZ DE LEON,ELSIA ENELDINA MORALES ALARCON DE RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1741,00-18-0184-46,01-110,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO VALLE DE JESUS,"43 AVENIDA ""B"" 44-70. RESIDENCIALES VALLE DE JESUS ZONA 18",22604053,ZUHILEM YESENIA ESTRADA ORTIZ,SANDDRA MARIBEL HERNANDEZ ENRIQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1742,00-18-0186-46,01-111,GUATEMALA,CIUDAD CAPITAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,27 CALLE Y 34 AVENIDA COLONIA KENNEDY ZONA 18,30066439,ROSA ALBA LOPEZ PIRIR,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1743,00-18-0188-46,01-111,GUATEMALA,CIUDAD CAPITAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POR MADUREZ,27 CALLE Y 34 AVENIDA COLONIA KENNEDY ZONA 18,30066439,ROSA ALBA LOPEZ PIRIR,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1744,00-18-0189-46,01-104,GUATEMALA,CIUDAD CAPITAL,LICEO CRISTIANO CIENCIA,"DIAGONAL 25, 45-55 COLONIA LA ESTANCIA",22602276,ISRAEL PORTILLO HERNANDEZ,ANGELICA MARTINA CANO SOC DE PACAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1745,00-18-0191-46,01-104,GUATEMALA,CIUDAD CAPITAL,LICEO CRISTIANO CIENCIA,"DIAGONAL 25, 45-55 COLONIOA LA ESTANCIA",22602276,ISRAEL PORTILLO HERNANDEZ,ANA REBECA DAVILA PENATE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1746,00-18-0195-46,01-110,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO PARROQUIAL SANGRE DE CRISTO,10 AV. 14-48 ATLANTIDA,22582750,ZUHILEM YESENIA ESTRADA ORTIZ,VERONICA TORRES SUCUP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1747,00-18-0196-46,01-111,GUATEMALA,CIUDAD CAPITAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LA ESTANCIA,50 CALLE 41-89 LA ESTANCIA,22067425,ROSA ALBA LOPEZ PIRIR,ANA ISABEL CUC RAMOS DE PEREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1748,00-18-0198-46,01-111,GUATEMALA,CIUDAD CAPITAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POR MADUREZ LA ESTANCIA,50 CALLE 41-89 LA ESTANCIA,22067425,ROSA ALBA LOPEZ PIRIR,ANA LUCIA CUC RAMOS DE PEREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
1749,00-18-0201-46,01-104,GUATEMALA,CIUDAD CAPITAL,LICEO CRISTIANO CIENCIA NO. 2,"LOTE 8 ""A"" , SECCION I, COLONIA ILUSIONES",22603869,ISRAEL PORTILLO HERNANDEZ,DINA LISSETTE CHAMALE MARCOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 18
1750,00-18-0203-46,01-110,GUATEMALA,CIUDAD CAPITAL,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSENANZA""",LOTE 25 Y 40 DE LA SECCION G COLONIA LAS ILUSIONES,22553762,ZUHILEM YESENIA ESTRADA ORTIZ,MARIA LUISA CHACON ALDANA DE GUERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 18
